Organisation Name,Telephone Number,Website,Hostname,IP Address,Session Start Date/Time,Monitor Resolution,Operating System,Browser,Device Type,Longitude,Latitude,Country,Town / City,County / State,Registered Address,Entry Page,Keywords,Sources,PPC,Organic,Geolocated,Visit Duration,Page Visits
Facebook,538-895-4679,http://www.funlabo.com,41.35.10.35,101.70.132.144,23-11-2017 15:50,1920 * 1080,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/62.0.3202.94 Safari/537.36,Desktop,-1.899414,52.4793235,United Kingdom,Birmingham,Birmingham,"Cannon House 7th Floor, 18 Priory Queensway, Birmingham, West Midlands, England, B4 6BS",ee-ip.org/the-network,,outlook.live.com,0,0,1,,www.ee-ip.org/the-network --> www.ee-ip.org/partners --> www.ee-ip.org/events --> www.ee-ip.org/events/detailed/1095bd3fa21d76ead5b192c95c8d0602/3rd-clean-energy-finance-europe-conference --> www.ee-ip.org/services
Pokefarm,265-829-0316,http://www.tonkosti.com,53.173.96.44,190.12.133.207,23-11-2017 15:29,1920 * 1080,5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .,Firefox,Desktop,-2.545,53.374,United Kingdom,Grappenhall,Warrington,,ee-ip.org/articles/detailed/cd1f96b1d394443932e9fda5c8ad32ce/street-lighting-help-us-unlock-access-to-financing-we-need-your-technical-knowledge,,,0,0,0,,www.ee-ip.org/articles/detailed/cd1f96b1d394443932e9fda5c8ad32ce/street-lighting-help-us-unlock-access-to-financing-we-need-your-technical-knowledge
Gpsies,777-397-1673,http://www.besmart.com,237.69.142.127,191.11.91.117,23-11-2017 15:27,1920 * 1080,5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.,Chrome/62.0.3202.94 Safari/537.36,Desktop,4.35249,50.84674,Belgium,Brussels,Brussels,,ee-ip.org/articles/detailed/ff284a1de13cddc93dd350c27d9fd84e/industry-at-crossroads-reflections-from-eefig-industry-event,,,0,0,0,,www.ee-ip.org/articles/detailed/ff284a1de13cddc93dd350c27d9fd84e/industry-at-crossroads-reflections-from-eefig-industry-event --> www.ee-ip.org/articles/detailed/ff284a1de13cddc93dd350c27d9fd84e/industry-at-crossroads-reflections-from-eefig-industry-event
Linkmela,250-485-7806,http://www.forher.com,17.250.41.115,137.192.144.87,23-11-2017 15:07,360 * 740,5.0 (Linux; Android 7.0; SAMSUNG SM-G950N Build/N,SamsungBrowser/6.2 Chrome/56.0.2924.87 Mobile Safari/537.36,Mobile,126.98265,37.561,Korea (South),Seoul,Seoul Teukbyeolsi,,ee-ip.org/services,,,0,0,0,,www.ee-ip.org/services
Pmcmed,505-489-4895,http://www.cgbchina.com,99.246.38.183,16.183.166.113,23-11-2017 13:24,2560 * 1600,5.0 (Macintosh),Firefox,Mac,4.35249,50.84674,Belgium,Brussels,Brussels,,ee-ip.org,,,0,0,0,,www.ee-ip.org --> www.ee-ip.org/about
Fsaten,411-980-4922,http://www.guifun.com,179.34.133.170,75.3.83.175,23-11-2017 13:00,1920 * 1200,5.0 (Windows),Firefox,Desktop,24.81126,60.1762,Finland,Espoo,Uusimaa,,ee-ip.org/articles/detailed/5f3911cdbcd0d022a37cad4b824ea97d/iea-eu-and-china-advance-energy-efficiency,,,0,0,0,,www.ee-ip.org/articles/detailed/5f3911cdbcd0d022a37cad4b824ea97d/iea-eu-and-china-advance-energy-efficiency
Homeip,727-236-2169,http://www.najmsat.com,19.80.132.3,108.112.66.15,23-11-2017 12:05,1366 * 768,5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .,Firefox,Desktop,-2.7114,43.226,Spain,Etxano,Bizkaia,,ee-ip.org/articles/detailed/e360b8ba312356f89fce2817eb9aa841/choosing-the-best-techniques-for-waste-heat-recovery,,,0,0,0,,www.ee-ip.org/articles/detailed/e360b8ba312356f89fce2817eb9aa841/choosing-the-best-techniques-for-waste-heat-recovery
Miller,579-770-2123,http://www.phonedog.com,185.251.199.204,71.67.212.125,23-11-2017 10:45,1920 * 1080,5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; ,Firefox,Desktop,9.8039,52.3239,Germany,Mittelfeld (Hannover),Niedersachsen,,ee-ip.org/articles/detailed/57e9f1ab9bf8eb968ae3d9d8459df290/standards-for-industrial-energy-efficiency-projects-the-importance-of-technical-integrity,,,0,0,0,,www.ee-ip.org/articles/detailed/57e9f1ab9bf8eb968ae3d9d8459df290/standards-for-industrial-energy-efficiency-projects-the-importance-of-technical-integrity
Syosetu,202-688-4958,http://www.epicfail.com,136.230.58.81,102.249.136.124,23-11-2017 10:31,1920 * 1080,5.0 (Windows),Firefox,Desktop,13.388,52.5155,Germany,Berlin-Mitte,Berlin,,ee-ip.org,,,0,0,0,,www.ee-ip.org --> www.ee-ip.org/articles --> www.ee-ip.org/articles/detailed/ca964c970447bfe0721c763ab4b2b43c/energy-flexibility-initiative-from-the-university-of-stuttgart --> www.ee-ip.org/articles/detailed/d001b838ce98ab941dfa2723129fb7e9/open-now-the-energy-efficiency-barometer-of-industry-a-tool-to-enhance-industrial-energy-producti
Cofares,724-367-7408,,205.119.47.33,51.98.7.1,23-11-2017 09:46,412 * 732,5.0 (Linux; Android 7.0; SM-N935K Build/NRD90M; w,Version/4.0 Chrome/62.0.3202.84 Mobile Safari/537.36 [Pinterest/Android],Mobile,127.16437,37.43328,Korea (South),Seongnam,Gyeonggi-Do,,ee-ip.org/services,,pinterest.com,0,0,0,,www.ee-ip.org/services
Heatkeys,650-775-3137,http://www.oncewed.com,223.3.152.45,35.162.54.142,23-11-2017 09:44,360 * 640,5.0 (Linux; Android 7.0; SM-G920F Build/NRD90M) A,Chrome/62.0.3202.84 Mobile Safari/537.36,Mobile,12.85779,56.67437,Sweden,Halmstad,Hallands Lan,,ee-ip.org,,www.google.se,0,1,0,,www.ee-ip.org
Dkvartal,724-367-7408,http://www.tcsbank.com,177.201.157.3,28.35.69.253,22-11-2017 20:58,1600 * 900,5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.,Chrome/62.0.3202.94 Safari/537.36,Desktop,-78.51795,38.03705,United States,Charlottesville,Virginia,,ee-ip.org/articles/detailed/6aca03305a9634e44c6fa7393b5fd384/artificial-intelligence-in-energy-management-software,,www.google.com,0,1,0,,www.ee-ip.org/articles/detailed/6aca03305a9634e44c6fa7393b5fd384/artificial-intelligence-in-energy-management-software
Rackcdn,874-294-3410,http://www.jobing.com,159.147.96.31,133.211.49.204,22-11-2017 20:20,412 * 846,5.0 (Linux; Android 7.0; SM-G955N Build/NRD90M; w,Version/4.0 Chrome/62.0.3202.84 Mobile Safari/537.36 [Pinterest/Android],Mobile,126.98265,37.561,Korea (South),Seoul,Seoul Teukbyeolsi,,ee-ip.org/services,,pinterest.com,0,0,0,,www.ee-ip.org/services
Shadipal,750-189-7372,http://www.gamerage.com,119.237.64.47,125.147.35.245,22-11-2017 16:17,1600 * 900,5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.,Chrome/62.0.3202.94 Safari/537.36,Desktop,4.94019,52.30905,Netherlands,Amsterdam,Noord-Holland,,ee-ip.org/articles/detailed/57e9f1ab9bf8eb968ae3d9d8459df290/standards-for-industrial-energy-efficiency-projects-the-importance-of-technical-integrity,,t.co,0,0,0,,www.ee-ip.org/articles/detailed/57e9f1ab9bf8eb968ae3d9d8459df290/standards-for-industrial-energy-efficiency-projects-the-importance-of-technical-integrity
Ifengimg,554-377-3198,http://www.senado.com,63.27.18.46,94.112.228.250,22-11-2017 15:40,1920 * 1080,5.0 (Windows),Firefox,Desktop,9.1818,48.7754,Germany,Stuttgart,Baden-Wuerttemberg,,ee-ip.org/articles/detailed/d001b838ce98ab941dfa2723129fb7e9/open-now-the-energy-efficiency-barometer-of-industry-a-tool-to-enhance-industrial-energy-producti,,,0,0,0,,www.ee-ip.org/articles/detailed/d001b838ce98ab941dfa2723129fb7e9/open-now-the-energy-efficiency-barometer-of-industry-a-tool-to-enhance-industrial-energy-producti
Seesmic,840-164-8100,http://www.gulfair.com,154.224.188.39,5.59.217.6,22-11-2017 15:39,1366 * 768,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/61.0.3163.100 Safari/537.36,Desktop,28.96028,41.01389,Turkey,Istanbul,Istanbul,,www2.ee-ip.org/company/CompanyPage/show/gardner-denver-industrials-group/file/343_Beverages:_Gropper_-_oil_free_piston_compressor_for_bottling,,www.linkedin.com,0,1,0,,www.www2.ee-ip.org/company/CompanyPage/show/gardner-denver-industrials-group/file/343_Beverages:_Gropper_-_oil_free_piston_compressor_for_bottling
Lansik,718-254-5526,http://www.topfiles.com,243.155.170.42,238.161.235.75,22-11-2017 15:00,2560 * 1080,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/62.0.3202.94 Safari/537.36,Desktop,2.2297302,41.5804095,Spain,Llica De Vall,Barcelona,,ee-ip.org/articles/detailed/cd1f96b1d394443932e9fda5c8ad32ce/street-lighting-help-us-unlock-access-to-financing-we-need-your-technical-knowledge,,,0,0,1,,www.ee-ip.org/articles/detailed/cd1f96b1d394443932e9fda5c8ad32ce/street-lighting-help-us-unlock-access-to-financing-we-need-your-technical-knowledge --> www.ee-ip.org --> www.ee-ip.org/articles --> www.ee-ip.org --> www.ee-ip.org/nc/business-practices
Sonetel,245-626-9851,http://www.jizzle.com,243.111.215.75,183.209.62.99,22-11-2017 14:55,1344 * 840,5.0 (Windows),Firefox,Desktop,16.37417,48.20861,Austria,Wien,Wien,,ee-ip.org/events/detailed/0301f192e42e774f1d19f1070abd4d91/icp-industry-final-technical-forum-webinar,,xlcx.r.a.d.sendibm1.com,0,0,0,,www.ee-ip.org/events/detailed/0301f192e42e774f1d19f1070abd4d91/icp-industry-final-technical-forum-webinar
Lansik,718-254-5526,http://www.topfiles.com,243.155.170.42,238.161.235.75,22-11-2017 14:53,2560 * 1080,5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0,Firefox,Desktop,2.24273,41.59081,Spain,Llica De Vall,Barcelona,,ee-ip.org/articles/detailed/cd1f96b1d394443932e9fda5c8ad32ce/street-lighting-help-us-unlock-access-to-financing-we-need-your-technical-knowledge,,,0,0,0,,www.ee-ip.org/articles/detailed/cd1f96b1d394443932e9fda5c8ad32ce/street-lighting-help-us-unlock-access-to-financing-we-need-your-technical-knowledge
Wiggle,514-614-7905,http://www.sabunta.com,33.179.116.140,101.123.62.179,22-11-2017 14:45,1920 * 1080,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/62.0.3202.94 Safari/537.36,Desktop,11.5729,48.1362,Germany,Muenchen,Bayern,,ee-ip.org/articles/detailed/9aacd18ea09e2ce343fee0c66014063e/decarbeurope-campaign-launched-in-brussels,,www.google.de,0,1,0,,www.ee-ip.org/articles/detailed/9aacd18ea09e2ce343fee0c66014063e/decarbeurope-campaign-launched-in-brussels
Tonkosti,928-821-8816,http://www.heatkeys.com,161.166.175.51,156.175.209.106,22-11-2017 10:52,1600 * 900,5.0 (Windows),Firefox,Desktop,9.36657,48.67975,Germany,Koengen,Baden-Wuerttemberg,,www2.ee-ip.org/company/CompanyPage/list,,,0,0,0,,www.www2.ee-ip.org/company/CompanyPage/list
Romandie,836-683-3138,http://www.heroup.com,59.63.103.244,212.105.178.100,22-11-2017 03:24,1920 * 1080,5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (K,Chrome/49.0.2623.221 Safari/537.36 SE 2.X MetaSr 1.0,Desktop,116.37923,39.91176,China,Beijing,Beijing Shi,,ee-ip.org,,www2.ee-ip.org,0,0,0,,www.ee-ip.org --> www.www2.ee-ip.org/company/CompanyPage/show/acte-heat-exchanger/file/187_Compact_heat_recuperators_for_Power_Generation_and_18kW_CHP_Gas_Turbine --> www.ee-ip.org/nc/business-practices --> www.ee-ip.org/partners --> www.ee-ip.org/articles
Adseok,724-367-7408,,214.82.247.183,61.159.124.254,22-11-2017 02:45,2560 * 1440,5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKi,Version/9.0.2 Safari/537.86.3,Mac,128.34028,36.12408,Korea (South),Gumi,Gyeongsangbuk-Do,,ee-ip.org/services,,,0,0,0,,www.ee-ip.org/services
Auction,724-367-7408,http://www.iberia.com,29.135.206.195,23.239.72.213,22-11-2017 02:43,1920 * 1080,5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.,Chrome/62.0.3202.94 Safari/537.36,Desktop,127.46547,36.6353,Korea (South),Cheongju,Chungcheongbuk-Do,,ee-ip.org/services,,www.pinterest.co.kr,0,0,0,,www.ee-ip.org/services
Brafton,890-261-2116,http://www.merchnow.com,25.5.199.189,251.111.81.161,21-11-2017 21:59,320 * 568,5.0 (iPhone; CPU iPhone OS 11_1_2 like Mac OS X) ,Version/11.0 Mobile/15B202 Safari/604.1,Mobile,-8.883,52.717,Ireland,Shannon,Clare,,www2.ee-ip.org/company/CompanyPage/show/dnv-gl/file/295_The_Energy_Industry_Times-A_new_way_of_thinking_about_energy_efficiency,,t.co,0,0,0,,www.www2.ee-ip.org/company/CompanyPage/show/dnv-gl/file/295_The_Energy_Industry_Times-A_new_way_of_thinking_about_energy_efficiency
Linkmela,250-485-7806,http://www.forher.com,147.93.230.32,101.106.155.144,21-11-2017 17:59,360 * 640,5.0 (Linux; Android 6.0.1; SM-J510K Build/MMB29M;,Version/4.0 Chrome/62.0.3202.84 Mobile Safari/537.36 [Pinterest/Android],Mobile,126.62036,37.47355,Korea (South),Incheon,Incheon Gwangyeoksi,,ee-ip.org/services,,pinterest.com,0,0,0,,www.ee-ip.org/services --> www.ee-ip.org/services --> www.ee-ip.org/services
Rackcdn,874-294-3410,http://www.jobing.com,235.82.85.137,149.17.237.247,21-11-2017 16:36,1920 * 1080,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/62.0.3202.94 Safari/537.36,Desktop,126.98265,37.561,Korea (South),Seoul,Seoul Teukbyeolsi,,ee-ip.org/services,,www.pinterest.co.kr,0,0,0,,www.ee-ip.org/services
Linkmela,250-485-7806,http://www.forher.com,147.93.230.32,101.106.155.144,21-11-2017 15:02,360 * 640,5.0 (Linux; Android 6.0.1; SM-J510K Build/MMB29M;,Version/4.0 Chrome/62.0.3202.84 Mobile Safari/537.36 [Pinterest/Android],Mobile,126.62036,37.47355,Korea (South),Incheon,Incheon Gwangyeoksi,,ee-ip.org/services,,pinterest.com,0,0,0,,www.ee-ip.org/services
Guarras,724-367-7408,,75.202.81.140,113.96.67.61,21-11-2017 14:46,1920 * 1080,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/62.0.3202.94 Safari/537.36,Desktop,129.0867,35.17717,Korea (South),Busan,Busan Gwangyeoksi,,ee-ip.org/services,,www.pinterest.co.kr,0,0,0,,www.ee-ip.org/services
Rackcdn,874-294-3410,http://www.jobing.com,235.246.116.114,74.71.172.129,21-11-2017 12:00,360 * 640,5.0 (Linux; Android 7.0; LG-F800L Build/NRD90M; w,Version/4.0 Chrome/62.0.3202.84 Mobile Safari/537.36 [Pinterest/Android],Mobile,126.98265,37.561,Korea (South),Seoul,Seoul Teukbyeolsi,,ee-ip.org/services,,pinterest.com,0,0,0,,www.ee-ip.org/services
Diyanet,834-510-7994,http://www.myflirt.com,12.2.186.46,220.75.141.205,21-11-2017 11:58,1920 * 1080,5.0 (X11; CrOS x86_64 9901.77.0) AppleWebKit/537.,Chrome/62.0.3202.97 Safari/537.36,Desktop,4.35249,50.84674,Belgium,Brussels,Brussels,,ee-ip.org/services,,www.brussels-exporters.be,0,0,0,,www.ee-ip.org/services
Rackcdn,874-294-3410,http://www.jobing.com,239.222.139.197,110.179.118.229,21-11-2017 11:20,412 * 846,5.0 (Linux; Android 7.0; SM-G955N Build/NRD90M; w,Version/4.0 Chrome/62.0.3202.84 Mobile Safari/537.36 [Pinterest/Android],Mobile,126.9775,37.532,Korea (South),Yongsan-Gu (Seoul),Seoul Teukbyeolsi,,ee-ip.org/services,,pinterest.com,0,0,0,,www.ee-ip.org/services
Jobthai,562-216-0912,http://www.patrika.com,213.128.212.0,59.75.141.161,21-11-2017 10:26,1920 * 1080,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/61.0.3163.100 Safari/537.36,Desktop,4.35249,50.84674,Belgium,Brussels,Brussels,,ee-ip.org/events/detailed/1095bd3fa21d76ead5b192c95c8d0602/3rd-clean-energy-finance-europe-conference,,www.google.be,0,1,0,,www.ee-ip.org/events/detailed/1095bd3fa21d76ead5b192c95c8d0602/3rd-clean-energy-finance-europe-conference
Rackcdn,874-294-3410,http://www.jobing.com,27.59.107.130,148.33.186.145,21-11-2017 10:04,412 * 732,5.0 (Linux; Android 7.0; SM-N920S Build/NRD90M; w,Version/4.0 Chrome/62.0.3202.84 Mobile Safari/537.36 [Pinterest/Android],Mobile,126.98265,37.561,Korea (South),Seoul,Seoul Teukbyeolsi,,ee-ip.org/services,,pinterest.com,0,0,0,,www.ee-ip.org/services
Kooora,727-908-6070,http://www.nbcindia.com,72.90.10.184,131.179.24.38,21-11-2017 09:23,1536 * 864,5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.,Chrome/62.0.3202.94 Safari/537.36,Desktop,-8.46417,51.90056,Ireland,Cork,Cork,,ee-ip.org/articles/detailed/57e9f1ab9bf8eb968ae3d9d8459df290/standards-for-industrial-energy-efficiency-projects-the-importance-of-technical-integrity,,mail.google.com,0,1,0,,www.ee-ip.org/articles/detailed/57e9f1ab9bf8eb968ae3d9d8459df290/standards-for-industrial-energy-efficiency-projects-the-importance-of-technical-integrity --> www.ee-ip.org
Pandion,556-916-5907,http://www.rising.com,102.30.96.215,223.202.232.37,21-11-2017 07:26,1824 * 1216,5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; ,Firefox,Desktop,9.4731,55.496,Denmark,Kolding,Syddanmark,,ee-ip.org/articles/detailed/6aca03305a9634e44c6fa7393b5fd384/artificial-intelligence-in-energy-management-software,,,0,0,0,,www.ee-ip.org/articles/detailed/6aca03305a9634e44c6fa7393b5fd384/artificial-intelligence-in-energy-management-software
Feebbo,538-393-7555,http://www.dazima.com,216.117.203.118,19.138.93.254,20-11-2017 23:07,1280 * 720,5.0 (Windows),Firefox,Desktop,9.1818,48.7754,Germany,Stuttgart,Baden-Wuerttemberg,,ee-ip.org,,www.energynet.de,0,0,0,,www.ee-ip.org --> www.ee-ip.org/nc/business-practices
Kooora,727-908-6070,http://www.nbcindia.com,72.90.10.184,131.179.24.38,20-11-2017 18:12,1536 * 864,5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.,Chrome/62.0.3202.94 Safari/537.36,Desktop,-8.46417,51.90056,Ireland,Cork,Cork,,ee-ip.org/events/detailed/a9bbef91eabfe16b3f63b52c28e3dc0d/icp-industry-1st-technical-forum-webinar,,www.google.ie,0,1,0,,www.ee-ip.org/events/detailed/a9bbef91eabfe16b3f63b52c28e3dc0d/icp-industry-1st-technical-forum-webinar
Rackcdn,874-294-3410,http://www.jobing.com,118.181.226.172,21.103.131.238,20-11-2017 16:31,360 * 640,5.0 (Linux; Android 6.0.1; SM-N910S Build/MMB29K;,Version/4.0 Chrome/62.0.3202.84 Mobile Safari/537.36 [Pinterest/Android],Mobile,126.98265,37.561,Korea (South),Seoul,Seoul Teukbyeolsi,,ee-ip.org/services,,pinterest.com,0,0,0,,www.ee-ip.org/services
Argenta,437-965-9016,http://www.boswtol.com,65.220.59.112,128.7.61.64,20-11-2017 15:34,2560 * 1440,5.0 (Windows),Firefox,Desktop,7.58061,47.55961,Switzerland,Basel,Basel-Stadt,,ee-ip.org/articles/detailed/999325585c33f81f2b421390498a8124/energy-audit-in-smes-could-unlock-great-energy-efficiency-potential-in-europe-a-focus-on-the-italia,,www.google.ch,0,1,0,,www.ee-ip.org/articles/detailed/999325585c33f81f2b421390498a8124/energy-audit-in-smes-could-unlock-great-energy-efficiency-potential-in-europe-a-focus-on-the-italia
Fundely,366-891-5874,http://www.alquds.com,243.226.75.93,146.160.62.23,20-11-2017 15:24,1366 * 768,5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .,Firefox,Desktop,-87.8197,42.1527,United States,Northbrook,Cook County,,ee-ip.org/services,,,0,0,1,,www.ee-ip.org/services --> www.ee-ip.org/services
Pinreach,525-623-3386,http://www.silver.com,117.107.18.169,63.33.254.116,20-11-2017 15:10,1289 * 726,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/62.0.3202.94 Safari/537.36,Desktop,10.3762,44.7614,Italy,Parma,Parma,,www2.ee-ip.org/company/CompanyPage/show/he-consulting-sro/file/247_Case_study:_Monitoring_and_Targeting_method_applied_in_automotive_industry,,www.google.it,0,1,0,,www.www2.ee-ip.org/company/CompanyPage/show/he-consulting-sro/file/247_Case_study:_Monitoring_and_Targeting_method_applied_in_automotive_industry
Intuit,603-845-2285,http://www.meglio.com,112.9.180.22,254.149.23.155,20-11-2017 15:00,1366 * 768,5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.,Chrome/62.0.3202.94 Safari/537.36,Desktop,-0.17,51.50417,United Kingdom,Westminster,Greater London,"Brandlesholme House, Brandlesholme Road, Bury, Lancashire, BL8 1JJ",www2.ee-ip.org/company/CompanyPage/show/european-copper-institute/file/325_10_Facts_about_Energy_Management,,www.google.co.uk,0,1,0,,www.www2.ee-ip.org/company/CompanyPage/show/european-copper-institute/file/325_10_Facts_about_Energy_Management
Alinea,351-723-7343,http://www.gravis.com,218.172.35.185,251.105.43.198,20-11-2017 13:34,1366 * 768,5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.,Chrome/62.0.3202.94 Safari/537.36,Desktop,12.1009,49.0145,Germany,Regensburg,Bayern,,ee-ip.org,,,0,0,0,,www.ee-ip.org --> www.ee-ip.org/articles --> www.ee-ip.org/articles/detailed/2ad5e5e796553f1bdd6dd6c572079e1c/blockchain-the-basis-for-disruptive-innovation-in-the-energy-sector --> www.ee-ip.org/articles/detailed/6aca03305a9634e44c6fa7393b5fd384/artificial-intelligence-in-energy-management-software
Bravotv,502-064-1392,http://www.nocoty.com,7.203.219.158,138.234.134.117,20-11-2017 12:00,1301 * 731,5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .,Firefox,Desktop,2.34107,48.86023,France,Paris,Paris,,ee-ip.org,,,0,0,0,,www.ee-ip.org
Syosetu,202-688-4958,http://www.epicfail.com,136.230.58.81,102.249.136.124,20-11-2017 11:44,1920 * 1080,5.0 (Windows),Firefox,Desktop,13.388,52.5155,Germany,Berlin-Mitte,Berlin,,www2.ee-ip.org/company/CompanyPage/show/econ-solutions-gmbh/file/312_EVU__Stadtwerke:_Vom_Energielieferanten_zum_Energiepartner,,t.co,0,0,0,,www.www2.ee-ip.org/company/CompanyPage/show/econ-solutions-gmbh/file/312_EVU__Stadtwerke:_Vom_Energielieferanten_zum_Energiepartner
Mognavi,313-646-5869,http://www.crossfit.com,254.180.213.62,192.179.28.208,20-11-2017 08:34,1680 * 1050,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/62.0.3202.94 Safari/537.36,Desktop,14.50597,46.05143,Slovenia,Ljubljana,Ljubljana,,preview.energypages.org/company/CompanyPage/show/reining-heisskuehlung,,www.google.si,0,1,0,,www.preview.energypages.org/company/CompanyPage/show/reining-heisskuehlung
Rackcdn,874-294-3410,http://www.jobing.com,222.198.14.247,15.44.201.180,19-11-2017 12:47,360 * 668,5.0 (Linux; Android 7.0; LGM-G600L Build/NRD90U; ,Version/4.0 Chrome/62.0.3202.84 Mobile Safari/537.36 [Pinterest/Android],Mobile,126.98265,37.561,Korea (South),Seoul,Seoul Teukbyeolsi,,ee-ip.org/services,,pinterest.com,0,0,0,,www.ee-ip.org/services
Rackcdn,874-294-3410,http://www.jobing.com,222.198.14.247,15.44.201.180,19-11-2017 07:08,360 * 668,5.0 (Linux; Android 7.0; LGM-G600L Build/NRD90U; ,Version/4.0 Chrome/62.0.3202.84 Mobile Safari/537.36 [Pinterest/Android],Mobile,126.98265,37.561,Korea (South),Seoul,Seoul Teukbyeolsi,,ee-ip.org/services,,pinterest.com,0,0,0,,www.ee-ip.org/services
Clubhola,473-269-0023,http://www.dogwork.com,202.128.168.70,219.150.27.74,19-11-2017 06:57,2560 * 1440,5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKi,Version/9.1.3 Safari/537.86.7,Mac,126.98265,37.561,Korea (South),Seoul,Seoul Teukbyeolsi,,ee-ip.org/services,,,0,0,0,,www.ee-ip.org/services
Rackcdn,874-294-3410,http://www.jobing.com,77.76.41.228,217.41.87.73,18-11-2017 17:56,375 * 667,5.0 (iPhone; CPU iPhone OS 11_1_1 like Mac OS X) ,Mobile/15B150,Mobile,127.1285626,37.44031311,Korea (South),Seoul,Seoul Teukbyeolsi,,ee-ip.org/services,,www.pinterest.com,0,0,1,,www.ee-ip.org/services
Ranwen,724-367-7408,,165.74.56.181,203.69.223.244,18-11-2017 12:01,1536 * 864,5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.,Chrome/62.0.3202.94 Safari/537.36,Desktop,39.86914,47.26692,Russian Federation,Aksay,Rostovskaya Oblast',,ee-ip.org,,www.google.ru,0,1,0,,www.ee-ip.org
Alamuae,508-629-8415,http://www.bestru.com,126.149.135.189,237.83.177.161,18-11-2017 08:01,375 * 667,5.0 (iPhone; CPU iPhone OS 11_0_3 like Mac OS X) ,Version/11.0 Mobile/15A432 Safari/604.1,Mobile,5.38322,43.29834,France,Marseille,Bouches-Du-Rhone,,ee-ip.org/services,,,0,0,0,,www.ee-ip.org/services
Isnare,926-013-4481,http://www.persianv.com,132.134.213.130,5.197.117.150,18-11-2017 05:20,1366 * 768,5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.,Chrome/61.0.3163.100 Safari/537.36,Desktop,-72.84813,44.20083,United States,Waitsfield,Vermont,,ee-ip.org/articles/detailed/d001b838ce98ab941dfa2723129fb7e9/open-now-the-energy-efficiency-barometer-of-industry-a-tool-to-enhance-industrial-energy-producti,,,0,0,0,,www.ee-ip.org/articles/detailed/d001b838ce98ab941dfa2723129fb7e9/open-now-the-energy-efficiency-barometer-of-industry-a-tool-to-enhance-industrial-energy-producti
Ccnavi,724-367-7408,http://www.techzene.com,105.228.142.31,64.137.121.112,17-11-2017 21:48,1920 * 1080,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/61.0.3163.100 Safari/537.36,Desktop,-118.5273,34.24293,United States,Northridge,California,,ee-ip.org/articles/detailed/5f3911cdbcd0d022a37cad4b824ea97d/iea-eu-and-china-advance-energy-efficiency,,mail.google.com,0,1,0,,www.ee-ip.org/articles/detailed/5f3911cdbcd0d022a37cad4b824ea97d/iea-eu-and-china-advance-energy-efficiency
Listia,724-367-7408,,153.252.238.69,119.202.250.125,17-11-2017 18:49,1707 * 960,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/62.0.3202.94 Safari/537.36,Desktop,-111.61243,40.2158,United States,Provo,Utah,,ee-ip.org/articles/detailed/1e5b82080686ae02120cc4a9400ac380/the-4th-utility-compressed-air,,www.bing.com,0,1,0,,www.ee-ip.org/articles/detailed/1e5b82080686ae02120cc4a9400ac380/the-4th-utility-compressed-air
